display_name,first_name,last_name,birth_date,college_name,position,jersey_number,height,weight,team_abbr,draft_club,headshot,draftround
John Fina,John,Fina,3/11/1969,Arizona,T,,5-Jun,300,,Buffalo Bills,,1st
Tevita Finau,Tevita,Finau,1/13/1986,Utah,DT,,5-Jun,288,,,,
Bull Finch,Bull,Finch,,Whittier,BB-FB,,8-May,180,,,,
Karl Finch,Karl,Finch,7/7/1939,Iowa,WR,,3-Jun,195,,,,
Steve Finch,Steve,Finch,1/2/1961,Elmhurst,WR,,Jun-00,200,,,,
Alfred Fincher,Alfred,Fincher,8/15/1983,Connecticut,LB,,1-Jun,241,,New Orleans Saints,,3rd
Derek Fine,Derek,Fine,8/24/1983,Kansas,TE,,2-Jun,250,,Buffalo Bills,,4th
Mike Fink,Mike,Fink,12/24/1950,Missouri,DB,,11-May,181,,New Orleans Saints,,9th
Matt Finkes,Matt,Finkes,2/12/1975,Ohio St.,DE,,3-Jun,272,,Carolina Panthers,,6th
Jim Finks,Jim,Finks,8/31/1927,Tulsa,QB-DB-TB,,11-May,180,,Pittsburgh Steelers,,12th
Jack Finlay,Jack,Finlay,9/8/1921,UCLA,G-LB,,1-Jun,217,,,,
Clint Finley,Clint,Finley,3/27/1977,Nebraska,DB,,Jun-00,210,,,,
Jay Finley,Jay,Finley,5/15/1988,Baylor,RB,,11-May,203,,Cincinnati Bengals,,7th
Jermichael Finley,Jermichael,Finley,3/26/1987,Texas,TE,,4-Jun,240,,Green Bay Packers,,3rd
Bernie Finn,Bernie,Finn,6/4/1907,Holy Cross,B,,10-May,180,,,,
Jack Finn,Jack,Finn,1895-08-27,Villanova,B,,7-May,172,,,,
Jim Finn,Jim,Finn,12/9/1976,Pennsylvania,FB,,Jun-00,245,,Chicago Bears,,7th
Cortland Finnegan,Cortland,Finnegan,2/2/1984,Samford,DB,,9-May,177,,Tennessee Titans,,7th
James Finnegan,James,Finnegan,1/20/1901,St. Louis,E-QB,,8-May,160,,,,
Brian Finneran,Brian,Finneran,1/31/1976,Villanova,WR,,5-Jun,210,,,,
Gary Finneran,Gary,Finneran,2/23/1934,USC,DE-DT,,3-Jun,240,,,,
Roger Finnie,Roger,Finnie,11/6/1945,Florida A&M,T-G-DT,,3-Jun,245,,New York Jets,,14th
Tom Finnin,Tom,Finnin,9/28/1927,Detroit Mercy,DT,,2-Jun,262,,New York Giants,,24th
Russ Finsterwald,Russ,Finsterwald,1896-08-12,Ohio,WB,,9-May,165,,,,
Dave Finzer,Dave,Finzer,2/3/1959,Illinois,P,,1-Jun,195,,,,
Dave Fiore,Dave,Fiore,8/10/1974,Hofstra,G-T,,4-Jun,293,,,,
Al Fiorentino,Al,Fiorentino,2/28/1917,Boston Col.,G,,7-May,200,,,,
Ed Fiorentino,Ed,Fiorentino,9/21/1923,Boston Col.,DE,,1-Jun,210,,Boston Yanks,,12th
Bill Fischer,Bill,Fischer,3/10/1927,Notre Dame,T-G-DT,,2-Jun,248,,Chicago Cardinals,,1st
Clarke Fischer,Clarke,Fischer,3/30/1900,Marquette,HB,,8-May,165,,,,
Clete Fischer,Clete,Fischer,6/11/1925,Nebraska,HB,,9-May,170,,New York Giants,,23rd
Mark Fischer,Mark,Fischer,7/29/1974,Purdue,C,,3-Jun,293,,Washington Redskins,,5th
Pat Fischer,Pat,Fischer,1/2/1940,Nebraska,DB,,9-May,170,,St. Louis Cardinals,,17th
Joe Fishback,Joe,Fishback,11/29/1967,Carson-Newman,DB,,Jun-00,205,,,,
Dick Fishel,Dick,Fishel,9/19/1909,Syracuse,B,,9-May,190,,,,
Bob Fisher,Bob,Fisher,8/27/1916,USC,T,,2-Jun,220,,,,
Bob Fisher,Bob,Fisher,3/17/1958,SMU,TE,,3-Jun,240,,Chicago Bears,,12th
Bryce Fisher,Bryce,Fisher,5/12/1977,Air Force,DE,,3-Jun,272,,Buffalo Bills,,7th
Charles Fisher,Charles,Fisher,2/2/1976,West Virginia,DB,,Jun-00,185,,Cincinnati Bengals,,2nd
Darrell Fisher,Darrell,Fisher,5/10/1903,Iowa,TB-FB,,11-May,190,,,,
Doug Fisher,Doug,Fisher,3/8/1947,San Diego St.,LB,,1-Jun,225,,Pittsburgh Steelers,,12th
Ed Fisher,Ed,Fisher,5/31/1949,Arizona St.,G-C-DE,,3-Jun,249,,,,
Eddie Fisher,Eddie,Fisher,7/18/1901,Columbia,G,,11-May,210,,,,
Eric Fisher,Eric,Fisher,1/5/1991,Central Michigan,OT,,7-Jun,306,,Kansas City Chiefs,,1st
Ev Fisher,Ev,Fisher,3/1/1914,Santa Clara,BB-E,,11-May,205,,,,
George Fisher,George,Fisher,8/17/1901,Indiana,T,,Jun-00,210,,,,
Jeff Fisher,Jeff,Fisher,2/25/1958,USC,DB,,10-May,188,,Chicago Bears,,7th
Levar Fisher,Levar,Fisher,7/2/1979,North Carolina St.,LB,,1-Jun,239,,Arizona Cardinals,,2nd
Mike Fisher,Mike,Fisher,4/22/1958,Baylor,WR,,11-May,172,,St. Louis Cardinals,,8th
Ray Fisher,Ray,Fisher,2/12/1934,East. Illinois,DT-T-G,,Jun-00,230,,,,
Tony Fisher,Tony,Fisher,10/12/1979,Notre Dame,RB,,1-Jun,222,,,,
Travis Fisher,Travis,Fisher,9/12/1979,Central Florida,DB,,10-May,189,,St. Louis Rams,,2nd
Alec Fishman,Alec,Fishman,,none,G-FB,,11-May,218,,,,
Bill Fisk,Bill,Fisk,11/5/1916,USC,E-DE,,Jun-00,200,,Detroit Lions,,3rd
Jason Fisk,Jason,Fisk,9/4/1972,Stanford,DT-NT,,3-Jun,295,,Minnesota Vikings,,7th
Max Fiske,Max,Fiske,9/27/1913,DePaul,B-E,,Jun-00,199,,,,
Galen Fiss,Galen,Fiss,7/10/1931,Kansas,LB,,Jun-00,227,,Cleveland Browns,,13th
France Fitzgerald,France,Fitzgerald,1896-05-20,Detroit Mercy,BB-HB,,10-May,185,,,,
Freeman Fitzgerald,Freeman,Fitzgerald,1891-08-21,Notre Dame,C-G,,Jun-00,195,,,,
Greg Fitzgerald,Greg,Fitzgerald,7/3/1963,Iowa,DE,,4-Jun,265,,,,
Jamie Fitzgerald,Jamie,Fitzgerald,4/30/1965,Idaho St.,DB,,Jun-00,180,,,,
Jim Fitzgerald,Jim,Fitzgerald,3/7/1907,Holy Cross,C,,11-May,215,,,,
Joe Fitzgerald,Joe,Fitzgerald,,none,E,,,150,,,,
John Fitzgerald,John,Fitzgerald,4/16/1948,Boston Col.,C-G,,5-Jun,255,,Dallas Cowboys,,4th
Kevin Fitzgerald,Kevin,Fitzgerald,6/30/1964,Wisc-Eau Claire,TE,,3-Jun,235,,,,
Larry Fitzgerald,Larry,Fitzgerald,8/31/1983,Pittsburgh,WR,,3-Jun,225,,Arizona Cardinals,,1st
Mickey Fitzgerald,Mickey,Fitzgerald,4/10/1958,Virginia Tech,RB,,2-Jun,235,,,,
Mike Fitzgerald,Mike,Fitzgerald,5/4/1941,Iowa St.,DB,,10-May,180,,,,
Paul Fitzgibbon,Paul,Fitzgibbon,3/21/1903,Creighton,B,,8-May,176,,,,
Steve Fitzhugh,Steve,Fitzhugh,1/28/1963,Miami (OH),DB,,11-May,188,,,,
Bob Fitzke,Bob,Fitzke,7/30/1900,Wyoming,WB,,10-May,195,,,,
Scott Fitzkee,Scott,Fitzkee,4/8/1957,Penn St.,WR,,Jun-00,187,,Philadelphia Eagles,,5th
James FitzPatrick,James,FitzPatrick,2/1/1964,USC,T-G,,8-Jun,305,,San Diego Chargers,,1st
Ryan Fitzpatrick,Ryan,Fitzpatrick,11/24/1982,Harvard,QB,,2-Jun,221,,St. Louis Rams,,7th
Casey Fitzsimmons,Casey,Fitzsimmons,10/10/1980,Carroll (MT),TE,,4-Jun,258,,,,
Joe Flacco,Joe,Flacco,1/16/1985,Delaware,QB,,6-Jun,232,,Baltimore Ravens,,1st
Jack Flagerman,Jack,Flagerman,3/27/1922,St. Mary's (CA),C-LB,,Jun-00,218,,,,
Terrence Flagler,Terrence,Flagler,9/24/1964,Clemson,RB,,Jun-00,200,,San Francisco 49ers,,1st
Dick Flaherty,Dick,Flaherty,8/8/1900,Gonzaga,E,,10-May,200,,,,
Harry Flaherty,Harry,Flaherty,12/25/1961,Holy Cross,LB,,1-Jun,232,,,,
Jim Flaherty,Jim,Flaherty,1895-12-26,Georgetown (DC),E-HB,,,198,,,,
Ray Flaherty,Ray,Flaherty,9/1/1903,Washington St.,E-DE,,Jun-00,190,,,,
Tom Flaherty,Tom,Flaherty,9/24/1964,Northwestern,LB,,3-Jun,223,,Cincinnati Bengals,,11th
Dick Flanagan,Dick,Flanagan,10/31/1926,Ohio St.,LB-G-C,,Jun-00,216,,Chicago Bears,,10th
Ed Flanagan,Ed,Flanagan,2/23/1944,Purdue,C,,3-Jun,245,,Detroit Lions,,5th
Hoot Flanagan,Hoot,Flanagan,4/28/1901,West Virginia Wesleyan,TB-WB,,Jun-00,169,,,,
Latham Flanagan,Latham,Flanagan,1/17/1907,Carnegie Mellon,E,,2-Jun,185,,,,
Mike Flanagan,Mike,Flanagan,11/10/1973,UCLA,C-T,,5-Jun,297,,Green Bay Packers,,3rd
Jim Flanigan,Jim,Flanigan,4/15/1945,Pittsburgh,LB,,3-Jun,240,,Green Bay Packers,,2nd
Jim Flanigan,Jim,Flanigan,8/27/1971,Notre Dame,DT,,2-Jun,290,,Chicago Bears,,3rd
John Flannery,John,Flannery,1/13/1969,Syracuse,G-C,,4-Jun,303,,Houston Oilers,,2nd
Bill Flannigan,Bill,Flannigan,,none,T,,,210,,,,
Paul Flatley,Paul,Flatley,1/30/1941,Northwestern,WR-FL,,1-Jun,187,,Minnesota Vikings,,4th
Willie Flattery,Willie,Flattery,2/4/1904,Wooster,G-E,,11-May,220,,,,
Jack Flavin,Jack,Flavin,1/25/1900,Georgetown (DC),FB,,11-May,187,,,,
P.J. Fleck,P.J.,Fleck,11/29/1980,Northern Illinois,WR,,10-May,191,,,,
Bill Fleckenstein,Bill,Fleckenstein,11/4/1903,Carleton,G-E-T-C,,1-Jun,208,,,,
Coby Fleener,Coby,Fleener,9/20/1988,Stanford,TE,,6-Jun,247,,Indianapolis Colts,,2nd
Jack Fleischmann,Jack,Fleischmann,8/15/1901,Purdue,G,,6-May,184,,,,
Cory Fleming,Cory,Fleming,3/19/1971,Tennessee,WR,,1-Jun,216,,San Francisco 49ers,,3rd
Darius Fleming,Darius,Fleming,7/19/1989,Notre Dame,OLB,,2-Jun,245,,San Francisco 49ers,,5th
Don Fleming,Don,Fleming,6/11/1937,Florida,DB,,Jun-00,188,,Chicago Cardinals,,28th
George Fleming,George,Fleming,6/29/1938,Washington,HB-K,,11-May,188,,Oakland Raiders,,2nd
Jamell Fleming,Jamell,Fleming,5/5/1989,Oklahoma,CB,,11-May,206,,Arizona Cardinals,,3rd
Marv Fleming,Marv,Fleming,1/2/1942,Utah,TE-SE,,4-Jun,232,,Denver Broncos,,9th
Troy Fleming,Troy,Fleming,10/1/1980,Tennessee,RB,,2-Jun,230,,Tennessee Titans,,6th
Wilmer Fleming,Wilmer,Fleming,9/30/1901,Mount Union,HB,,11-May,165,,,,
Zeron Flemister,Zeron,Flemister,9/8/1976,Iowa,TE,,4-Jun,250,,,,
Ronald Flemons,Ronald,Flemons,10/20/1979,Texas A&M,DE,,5-Jun,265,,Atlanta Falcons,,7th
Mack Flenniken,Mack,Flenniken,,Centenary,B,,1-Jun,200,,,,
Andrew Fletcher,Andrew,Fletcher,,Maryland,FB,,6-May,165,,,,
Arthur Fletcher,Arthur,Fletcher,12/22/1924,Washburn,E,,3-Jun,215,,,,
Billy Fletcher,Billy,Fletcher,5/2/1943,Memphis,DB,,10-May,190,,,,
Bradley Fletcher,Bradley,Fletcher,6/25/1986,Iowa,DB,,Jun-00,196,,St. Louis Rams,,3rd
Bryan Fletcher,Bryan,Fletcher,3/23/1979,UCLA,TE,,5-Jun,238,,Chicago Bears,,6th
Chris Fletcher,Chris,Fletcher,12/25/1948,Temple,DB,,11-May,185,,San Diego Chargers,,9th
Dane Fletcher,Dane,Fletcher,9/14/1986,Montana St.,DE,,2-Jun,244,,,,
Derrick Fletcher,Derrick,Fletcher,9/9/1975,Baylor,T-G,,6-Jun,348,,New England Patriots,,5th
Donnie Fletcher,Donnie,Fletcher,5/23/1990,Boston Col.,CB,,1-Jun,195,,,,
Jamar Fletcher,Jamar,Fletcher,8/28/1979,Wisconsin,DB,,10-May,186,,Miami Dolphins,,1st
John Fletcher,John,Fletcher,8/22/1965,Texas A&M-Kingsville,G,,3-Jun,293,,,,
London Fletcher,London,Fletcher,5/19/1975,John Carroll,LB,,10-May,245,,,,
Oliver Fletcher,Oliver,Fletcher,2/5/1923,USC,G,,3-Jun,210,,Washington Redskins,,20th
Simon Fletcher,Simon,Fletcher,2/18/1962,Houston,LB-DE,,5-Jun,240,,Denver Broncos,,2nd
Terrell Fletcher,Terrell,Fletcher,9/14/1973,Wisconsin,RB,,8-May,196,,San Diego Chargers,,2nd
Tom Flick,Tom,Flick,8/30/1958,Washington,QB,,2-Jun,190,,Washington Redskins,,4th
Paul Flinn,Paul,Flinn,1895-09-11,Minnesota,E,,Jun-00,180,,,,
Ryan Flinn,Ryan,Flinn,2/14/1980,Central Florida,P,,5-Jun,205,,,,
George Flint,George,Flint,2/26/1939,Arizona St.,G,,4-Jun,240,,,,
Judson Flint,Judson,Flint,1/26/1957,Memphis,DB,,Jun-00,201,,New England Patriots,,7th
Brian Flones,Brian,Flones,9/1/1959,Washington St.,LB,,1-Jun,228,,,,
Anthony Florence,Anthony,Florence,12/11/1966,Bethune-Cookman,DB,,Jun-00,185,,Tampa Bay Buccaneers,,4th
Drayton Florence,Drayton,Florence,12/19/1980,Tenn-Chattanooga,DB,,Jun-00,195,,San Diego Chargers,,2nd
Paul Florence,Paul,Florence,4/22/1900,Loyola (IL),E,,1-Jun,180,,,,
Mike Flores,Mike,Flores,12/1/1966,Louisville,DE,,3-Jun,256,,Philadelphia Eagles,,11th
Tom Flores,Tom,Flores,3/21/1937,Pacific,QB,,1-Jun,202,,,,
Jim Flower,Jim,Flower,1895-10-17,Ohio St.,T-E-C-G,,1-Jun,193,,,,
Bernie Flowers,Bernie,Flowers,2/14/1930,Purdue,E,,2-Jun,190,,Baltimore Colts,,2nd
Bob Flowers,Bob,Flowers,8/6/1917,Texas,C-LB,,1-Jun,210,,,,
Brandon Flowers,Brandon,Flowers,2/18/1986,Virginia Tech,DB,,10-May,190,,Kansas City Chiefs,,2nd
Charlie Flowers,Charlie,Flowers,6/28/1937,Mississippi,FB,,1-Jun,220,,New York Giants,,12th
Dick Flowers,Dick,Flowers,8/13/1927,Northwestern,QB,,Jun-00,190,,,,
Erik Flowers,Erik,Flowers,3/1/1978,Arizona St.,DE-LB,,4-Jun,273,,Buffalo Bills,,1st
Keith Flowers,Keith,Flowers,4/24/1930,TCU,C-LB,,Jun-00,211,,Detroit Lions,,11th
Kenny Flowers,Kenny,Flowers,3/14/1964,Clemson,RB,,Jun-00,210,,Atlanta Falcons,,2nd
Larry Flowers,Larry,Flowers,4/19/1958,Texas Tech,DB,,1-Jun,190,,Tampa Bay Buccaneers,,4th
Lee Flowers,Lee,Flowers,1/14/1973,Georgia Tech,DB,,Jun-00,213,,Pittsburgh Steelers,,5th
Richmond Flowers,Richmond,Flowers,6/13/1947,Tennessee,DB-WR,,Jun-00,180,,Dallas Cowboys,,2nd
Anthony Floyd,Anthony,Floyd,2/1/1981,Louisville,DB,,10-May,202,,,,
Bobby Jack Floyd,Bobby,Jack,12/8/1929,TCU,FB,,Jun-00,210,,Green Bay Packers,,15th
Chris Floyd,Chris,Floyd,6/23/1975,Michigan,RB,,2-Jun,231,,New England Patriots,,3rd
Don Floyd,Don,Floyd,7/10/1938,TCU,DE,,3-Jun,245,,Baltimore Colts,,2nd
Eric Floyd,Eric,Floyd,10/28/1965,Auburn,G-T,,5-Jun,310,,,,
George Floyd,George,Floyd,12/21/1960,East. Kentucky,DB,,11-May,190,,New York Jets,,4th
John Floyd,John,Floyd,9/10/1956,La-Monroe,WR,,1-Jun,195,,San Diego Chargers,,4th
Malcolm Floyd,Malcolm,Floyd,12/19/1972,Fresno St.,WR,,Jun-00,194,,Houston Oilers,,3rd
Malcom Floyd,Malcom,Floyd,9/8/1981,Wyoming,WR,,5-Jun,201,,,,
Marcus Floyd,Marcus,Floyd,10/12/1978,Indiana,DB,,9-May,180,,,,
Michael Floyd,Michael,Floyd,11/27/1989,Notre Dame,WR,,3-Jun,220,,Arizona Cardinals,,1st
Owen Floyd,Owen,Floyd,1896-12-07,Rose Hulman Tech,C,,Jun-00,195,,,,
Sharrif Floyd,Sharrif,Floyd,5/28/1992,Florida,DT,,3-Jun,297,,Minnesota Vikings,,1st
Victor Floyd,Victor,Floyd,1/24/1966,Florida St.,RB,,1-Jun,201,,San Diego Chargers,,11th
William Floyd,William,Floyd,2/17/1972,Florida St.,FB,,1-Jun,242,,San Francisco 49ers,,1st
Andre Fluellen,Andre,Fluellen,3/7/1985,Florida St.,DT,,2-Jun,285,,Detroit Lions,,3rd
D.J. Fluker,D.J.,Fluker,3/13/1991,Alabama,OT,,5-Jun,339,,San Diego Chargers,,1st
Darren Flutie,Darren,Flutie,11/18/1966,Boston Col.,WR,,10-May,184,,,,
Doug Flutie,Doug,Flutie,10/23/1962,Boston Col.,QB,,10-May,180,,Los Angeles Rams,,11th
Don Flynn,Don,Flynn,9/14/1934,Houston,DB-K,,Jun-00,205,,,,
Furlong Flynn,Furlong,Flynn,12/27/1901,Cornell,G-T,,Jun-00,210,,,,
Matt Flynn,Matt,Flynn,6/20/1985,LSU,QB,,2-Jun,228,,Green Bay Packers,,7th
Mike Flynn,Mike,Flynn,6/15/1974,Maine,C-G,,3-Jun,305,,,,
Tom Flynn,Tom,Flynn,3/24/1962,Pittsburgh,DB,,Jun-00,195,,Green Bay Packers,,5th
Mark Flythe,Mark,Flythe,10/4/1968,Penn St.,DE,,7-Jun,270,,,,
Fred Foggie,Fred,Foggie,6/10/1969,Minnesota,DB,,Jun-00,200,,,,
DeShawn Fogle,DeShawn,Fogle,4/1/1975,Kansas St.,LB,,1-Jun,220,,,,
Moise Fokou,Moise,Fokou,8/28/1985,Maryland,LB,,1-Jun,228,,Philadelphia Eagles,,7th
Spencer Folau,Spencer,Folau,4/5/1973,Idaho,T,,5-Jun,315,,,,
Hank Foldberg,Hank,Foldberg,3/12/1923,Texas A&M,E,,2-Jun,205,,Washington Redskins,,5th
Nick Foles,Nick,Foles,1/20/1989,Arizona,QB,,5-Jun,243,,Philadelphia Eagles,,3rd
Dave Foley,Dave,Foley,10/28/1947,Ohio St.,T-C,,5-Jun,255,,New York Jets,,1st
Glenn Foley,Glenn,Foley,10/10/1970,Boston Col.,QB,,2-Jun,210,,New York Jets,,7th
Jim Foley,Jim,Foley,,Syracuse,B,,8-May,165,,,,
Steve Foley,Steve,Foley,11/11/1953,Tulane,DB,,2-Jun,189,,Denver Broncos,,8th
Steve Foley,Steve,Foley,9/11/1975,La-Monroe,LB,,4-Jun,265,,Cincinnati Bengals,,3rd
Tim Foley,Tim,Foley,1/22/1948,Purdue,DB,,Jun-00,194,,Miami Dolphins,,3rd
Tim J. Foley,Tim,J.,5/30/1958,Notre Dame,T,,6-Jun,275,,Baltimore Colts,,2nd
Dick Folk,Dick,Folk,5/21/1915,Arkansas St.,FB,,Jun-00,200,,,,
Nick Folk,Nick,Folk,11/5/1984,Arizona,K,,2-Jun,211,,Dallas Cowboys,,6th
Brian Folkerts,Brian,Folkerts,1/30/1990,Washburn,C,,4-Jun,303,,,,
Lee Folkins,Lee,Folkins,7/4/1939,Washington,TE-DE,,5-Jun,215,,Green Bay Packers,,6th
Beryl Follet,Beryl,Follet,4/26/1908,NYU,TB-HB,,9-May,165,,,,
Zack Follett,Zack,Follett,7/3/1987,California,LB,,2-Jun,231,,Detroit Lions,,7th
Brendan Folmar,Brendan,Folmar,4/2/1964,California (PA),QB,,1-Jun,200,,,,
J.D. Folsom,J.D.,Folsom,8/19/1984,Weber St.,LB,,3-Jun,230,,Miami Dolphins,,7th
Steve Folsom,Steve,Folsom,3/21/1958,Long Beach St.,TE,,5-Jun,235,,Miami Dolphins,,10th
James Folston,James,Folston,8/14/1971,La-Monroe,LB,,3-Jun,236,,Los Angeles Raiders,,2nd
Vern Foltz,Vern,Foltz,8/27/1918,St. Vincent,C-LB,,1-Jun,205,,,,
Art Folz,Art,Folz,3/31/1903,Chicago,B,,7-May,157,,,,
Toniu Fonoti,Toniu,Fonoti,11/26/1981,Nebraska,G,,4-Jun,349,,San Diego Chargers,,2nd
Albert Fontenot,Albert,Fontenot,9/17/1970,Baylor,DE-DT,,4-Jun,287,,Chicago Bears,,4th
Chris Fontenot,Chris,Fontenot,7/11/1974,McNeese St.,TE,,3-Jun,250,,,,
Herman Fontenot,Herman,Fontenot,9/12/1963,LSU,RB,,Jun-00,206,,,,
Jerry Fontenot,Jerry,Fontenot,11/21/1966,Texas A&M,C-G,,3-Jun,300,,Chicago Bears,,3rd
Therrian Fontenot,Therrian,Fontenot,6/28/1981,Fresno St.,DB,,10-May,187,,,,
Wayne Fontes,Wayne,Fontes,2/2/1940,Michigan St.,DB,,Jun-00,190,,Philadelphia Eagles,,9th
Chris Foote,Chris,Foote,12/2/1956,USC,C-G,,3-Jun,256,,Baltimore Colts,,6th
Larry Foote,Larry,Foote,6/12/1980,Michigan,LB,,Jun-00,234,,Pittsburgh Steelers,,4th
Dan Footman,Dan,Footman,1/13/1969,Florida St.,DE-DT-NT,,5-Jun,290,,Cleveland Browns,,2nd
Kai Forbath,Kai,Forbath,9/2/1987,UCLA,K,,Jun-00,191,,,,
Marlon Forbes,Marlon,Forbes,12/25/1971,Penn St.,DB,,1-Jun,215,,,,
Adrian Ford,Adrian,Ford,1/1/1904,Lafayette,B,,10-May,190,,,,
Bernard Ford,Bernard,Ford,2/27/1966,Marion Military Institute,WR,,9-May,168,,Buffalo Bills,,3rd
Brad Ford,Brad,Ford,1/11/1974,Alabama,DB,,10-May,170,,Detroit Lions,,4th
Carl Ford,Carl,Ford,10/8/1980,Toledo,WR,,Jun-00,183,,Green Bay Packers,,7th
Charlie Ford,Charlie,Ford,12/10/1948,Houston,DB,,3-Jun,185,,Chicago Bears,,2nd
Chase Ford,Chase,Ford,7/19/1990,Miami (FL),TE,,6-Jun,245,,,,
Chris Ford,Chris,Ford,5/20/1967,Lamar,WR,,1-Jun,185,,,,
Cole Ford,Cole,Ford,12/31/1972,USC,K,,2-Jun,210,,Pittsburgh Steelers,,7th
Darryl Ford,Darryl,Ford,6/22/1966,New Mexico St.,LB,,1-Jun,225,,,,
Fred Ford,Fred,Ford,3/30/1938,Cal Poly-Pomona,HB,,8-May,180,,,,
Garrett Ford,Garrett,Ford,5/4/1945,West Virginia,RB,,2-Jun,230,,Denver Broncos,,3rd
Henry Ford,Henry,Ford,11/1/1931,Pittsburgh,HB-DB,,Jun-00,180,,Cleveland Browns,,9th
Henry Ford,Henry,Ford,10/30/1971,Arkansas,DT-DE,,3-Jun,295,,Houston Oilers,,1st
Jacob Ford,Jacob,Ford,7/20/1983,Central Arkansas,LB,,4-Jun,249,,Tennessee Titans,,6th
Jacoby Ford,Jacoby,Ford,7/27/1987,Clemson,WR,,9-May,181,,Oakland Raiders,,4th
James Ford,James,Ford,9/11/1949,Texas Southern,RB,,Jun-00,200,,Dallas Cowboys,,13th
John Ford,John,Ford,7/31/1966,Virginia,WR,,2-Jun,204,,Detroit Lions,,2nd
Len Ford,Len,Ford,2/18/1926,Morgan St.,DE-E,,4-Jun,245,,,,
Michael Ford,Michael,Ford,5/27/1990,LSU,RB,,10-May,210,,,,
Moses Ford,Moses,Ford,2/19/1964,Fayetteville St.,WR,,2-Jun,220,,,,
Salem Ford,Salem,Ford,1896-02-14,Louisville,B,,7-May,150,,,,
Trevor Ford,Trevor,Ford,2/19/1986,Troy,DB,,1-Jun,193,,,,
Brian Forde,Brian,Forde,11/1/1963,Washington St.,LB,,2-Jun,230,,New Orleans Saints,,7th
Jim Fordham,Jim,Fordham,12/6/1916,Georgia,FB,,11-May,215,,Chicago Bears,,8th
Todd Fordham,Todd,Fordham,10/9/1973,Florida St.,T,,5-Jun,320,,,,
Chuck Foreman,Chuck,Foreman,10/26/1950,Miami (FL),RB,,2-Jun,210,,Minnesota Vikings,,1st
Jay Foreman,Jay,Foreman,2/18/1976,Nebraska,LB,,1-Jun,240,,Buffalo Bills,,5th
Bill Forester,Bill,Forester,8/9/1932,SMU,LB-MG-DT,,3-Jun,237,,Green Bay Packers,,3rd
Herschel Forester,Herschel,Forester,4/14/1931,SMU,G,,Jun-00,230,,Cleveland Browns,,8th
Nick Forkovitch,Nick,Forkovitch,3/1/1920,William & Mary,FB,,11-May,195,,Chicago Bears,,29th
Kynan Forney,Kynan,Forney,9/8/1978,Hawaii,G,,3-Jun,307,,Atlanta Falcons,,7th
Phil Forney,Phil,Forney,9/18/1963,East Tennessee St.,LB,,2-Jun,230,,,,
Eddie Forrest,Eddie,Forrest,6/12/1921,Santa Clara,G,,11-May,210,,Green Bay Packers,,20th
Tom Forrest,Tom,Forrest,4/11/1952,Cincinnati,G,,2-Jun,255,,San Diego Chargers,,8th
Fred Forsberg,Fred,Forsberg,7/4/1944,Washington,LB,,1-Jun,235,,Denver Broncos,,14th
Justin Forsett,Justin,Forsett,10/14/1985,California,RB,,8-May,190,,Seattle Seahawks,,7th
Brock Forsey,Brock,Forsey,2/11/1980,Boise St.,RB,,11-May,203,,Chicago Bears,,6th
Dutch Forst,Dutch,Forst,1891-02-17,Villanova,FB,,8-May,195,,,,
Marcus Forston,Marcus,Forston,9/28/1989,Miami (FL),DL,,3-Jun,305,,,,
Ben Forsyth,Ben,Forsyth,1890-06-04,Rochester,C,,,190,,,,
L.J. Fort,L.J.,Fort,1/3/1990,Northern Iowa,LB,,Jun-00,230,,,,
Aldo Forte,Aldo,Forte,1/20/1918,Montana,G-T,,Jun-00,213,,Chicago Bears,,21st
Bob Forte,Bob,Forte,7/15/1922,Arkansas,HB-LB-DB,,Jun-00,199,,Green Bay Packers,,11th
Ike Forte,Ike,Forte,3/8/1954,Arkansas,RB,,Jun-00,203,,New England Patriots,,2nd
Matt Forte,Matt,Forte,12/10/1985,Tulane,RB,,1-Jun,221,,Chicago Bears,,2nd
Roman Fortin,Roman,Fortin,2/26/1967,Oregon St.,C-T-G,,5-Jun,297,,Detroit Lions,,8th
Danny Fortmann,Danny,Fortmann,4/11/1916,Colgate,G-LB,,Jun-00,210,,Chicago Bears,,9th
Joe Fortunato,Joe,Fortunato,3/28/1930,VMI,LB,,1-Jun,225,,Chicago Bears,,7th
Bill Fortune,Bill,Fortune,1897-10-14,Michigan,G,,11-May,218,,,,
Elliott Fortune,Elliott,Fortune,5/28/1974,Georgia Tech,DE,,4-Jun,275,,,,
Hosea Fortune,Hosea,Fortune,3/4/1959,Rice,WR,,Jun-00,174,,,,
John Foruria,John,Foruria,11/26/1944,Idaho,DB,,2-Jun,205,,Pittsburgh Steelers,,8th
John Paul Foschi,John,Paul,5/19/1982,Georgia Tech,FB-TE,,4-Jun,270,,,,
Bob Fosdick,Bob,Fosdick,1894-11-11,Iowa,G-T,,10-May,225,,,,
Arian Foster,Arian,Foster,9/24/1986,Tennessee,RB,,Jun-00,232,,,,
Barry Foster,Barry,Foster,12/8/1968,Arkansas,RB,,10-May,223,,Pittsburgh Steelers,,5th
Bob Foster,Bob,Foster,,none,B-G-T,,10-May,192,,,,
Derrick Foster,Derrick,Foster,10/12/1963,William Paterson,RB,,11-May,205,,,,
DeShaun Foster,DeShaun,Foster,1/10/1980,UCLA,RB,,Jun-00,222,,Carolina Panthers,,2nd
